,subject,trial_index,feature,word_question,user_answer,is_right,feature_appear,feature_disappear,question_appear,answer_time
179,102,179,bathroom,bathroom,right,True,2026-04-12_13-31-57.500,2026-04-12_13-31-59.023,2026-04-12_13-32-00.098,2026-04-12_13-32-01.010
180,102,180,kitchen,kitchen,right,True,2026-04-12_13-32-06.255,2026-04-12_13-32-07.781,2026-04-12_13-32-09.558,2026-04-12_13-32-10.651
181,102,181,living_room,kitchen,left,True,2026-04-12_13-32-15.421,2026-04-12_13-32-16.940,2026-04-12_13-32-18.014,2026-04-12_13-32-19.211
182,102,182,green,green,right,True,2026-04-12_13-32-22.679,2026-04-12_13-32-24.198,2026-04-12_13-32-26.007,2026-04-12_13-32-26.586
183,102,183,green,green,right,True,2026-04-12_13-32-31.781,2026-04-12_13-32-33.299,2026-04-12_13-32-34.860,2026-04-12_13-32-35.746
184,102,184,kitchen,bathroom,left,True,2026-04-12_13-32-39.911,2026-04-12_13-32-41.431,2026-04-12_13-32-43.277,2026-04-12_13-32-44.066
185,102,185,bathroom,living_room,left,True,2026-04-12_13-32-49.254,2026-04-12_13-32-50.773,2026-04-12_13-32-52.015,2026-04-12_13-32-52.675
186,102,186,yellow,yellow,right,True,2026-04-12_13-32-56.988,2026-04-12_13-32-58.506,2026-04-12_13-32-59.992,2026-04-12_13-33-00.595
187,102,187,kitchen,kitchen,right,True,2026-04-12_13-33-05.468,2026-04-12_13-33-06.990,2026-04-12_13-33-08.304,2026-04-12_13-33-09.114
188,102,188,yellow,yellow,right,True,2026-04-12_13-33-12.924,2026-04-12_13-33-14.441,2026-04-12_13-33-16.232,2026-04-12_13-33-16.818
189,102,189,yellow,green,left,True,2026-04-12_13-33-21.887,2026-04-12_13-33-23.405,2026-04-12_13-33-24.471,2026-04-12_13-33-25.178
190,102,190,living_room,kitchen,left,True,2026-04-12_13-33-29.436,2026-04-12_13-33-30.956,2026-04-12_13-33-32.459,2026-04-12_13-33-33.682
191,102,191,green,red,left,True,2026-04-12_13-33-37.773,2026-04-12_13-33-39.290,2026-04-12_13-33-41.153,2026-04-12_13-33-41.795
192,102,192,red,red,right,True,2026-04-12_13-33-46.325,2026-04-12_13-33-47.848,2026-04-12_13-33-49.299,2026-04-12_13-33-50.130
193,102,193,yellow,red,left,True,2026-04-12_13-33-54.752,2026-04-12_13-33-56.272,2026-04-12_13-33-57.568,2026-04-12_13-33-58.506
194,102,194,green,red,left,True,2026-04-12_13-34-03.921,2026-04-12_13-34-05.439,2026-04-12_13-34-07.311,2026-04-12_13-34-08.114
195,102,195,red,yellow,left,True,2026-04-12_13-34-11.658,2026-04-12_13-34-13.180,2026-04-12_13-34-14.621,2026-04-12_13-34-15.514
196,102,196,kitchen,kitchen,right,True,2026-04-12_13-34-19.939,2026-04-12_13-34-21.464,2026-04-12_13-34-22.704,2026-04-12_13-34-23.754
197,102,197,kitchen,living_room,left,True,2026-04-12_13-34-27.314,2026-04-12_13-34-28.832,2026-04-12_13-34-30.368,2026-04-12_13-34-31.371
198,102,198,red,yellow,left,True,2026-04-12_13-34-36.605,2026-04-12_13-34-38.123,2026-04-12_13-34-39.426,2026-04-12_13-34-40.107
199,102,199,kitchen,bathroom,left,True,2026-04-12_13-34-45.100,2026-04-12_13-34-46.623,2026-04-12_13-34-47.980,2026-04-12_13-34-48.595
200,102,200,green,green,right,True,2026-04-12_13-35-27.155,2026-04-12_13-35-28.674,2026-04-12_13-35-30.090,2026-04-12_13-35-30.794
201,102,201,yellow,yellow,right,True,2026-04-12_13-35-35.587,2026-04-12_13-35-37.107,2026-04-12_13-35-39.058,2026-04-12_13-35-39.890
202,102,202,kitchen,kitchen,right,True,2026-04-12_13-35-44.184,2026-04-12_13-35-45.707,2026-04-12_13-35-47.524,2026-04-12_13-35-48.122
203,102,203,red,red,right,True,2026-04-12_13-35-52.507,2026-04-12_13-35-54.023,2026-04-12_13-35-55.361,2026-04-12_13-35-56.082
204,102,204,bathroom,bathroom,right,True,2026-04-12_13-35-59.856,2026-04-12_13-36-01.382,2026-04-12_13-36-02.567,2026-04-12_13-36-03.610
205,102,205,yellow,green,left,True,2026-04-12_13-36-07.748,2026-04-12_13-36-09.264,2026-04-12_13-36-10.924,2026-04-12_13-36-12.018
206,102,206,red,red,right,True,2026-04-12_13-36-17.486,2026-04-12_13-36-19.006,2026-04-12_13-36-20.159,2026-04-12_13-36-21.130
207,102,207,living_room,living_room,right,True,2026-04-12_13-36-25.191,2026-04-12_13-36-26.716,2026-04-12_13-36-27.810,2026-04-12_13-36-28.434
208,102,208,bathroom,kitchen,right,False,2026-04-12_13-36-33.666,2026-04-12_13-36-35.206,2026-04-12_13-36-36.287,2026-04-12_13-36-36.914
209,102,209,yellow,yellow,right,True,2026-04-12_13-36-43.295,2026-04-12_13-36-44.815,2026-04-12_13-36-46.405,2026-04-12_13-36-47.290
210,102,210,kitchen,kitchen,right,True,2026-04-12_13-36-50.963,2026-04-12_13-36-52.482,2026-04-12_13-36-53.891,2026-04-12_13-36-54.786
211,102,211,living_room,living_room,right,True,2026-04-12_13-37-00.251,2026-04-12_13-37-01.773,2026-04-12_13-37-03.179,2026-04-12_13-37-04.042
212,102,212,green,yellow,left,True,2026-04-12_13-37-07.898,2026-04-12_13-37-09.414,2026-04-12_13-37-11.177,2026-04-12_13-37-12.394
213,102,213,living_room,kitchen,left,True,2026-04-12_13-37-17.075,2026-04-12_13-37-18.599,2026-04-12_13-37-19.785,2026-04-12_13-37-20.938
214,102,214,red,red,right,True,2026-04-12_13-37-26.482,2026-04-12_13-37-27.999,2026-04-12_13-37-29.166,2026-04-12_13-37-30.034
215,102,215,bathroom,kitchen,left,True,2026-04-12_13-37-34.847,2026-04-12_13-37-36.366,2026-04-12_13-37-37.961,2026-04-12_13-37-38.866
216,102,216,yellow,red,left,True,2026-04-12_13-37-42.417,2026-04-12_13-37-43.939,2026-04-12_13-37-45.193,2026-04-12_13-37-46.426
217,102,217,red,red,right,True,2026-04-12_13-37-49.971,2026-04-12_13-37-51.490,2026-04-12_13-37-53.000,2026-04-12_13-37-53.954
218,102,218,living_room,bathroom,left,True,2026-04-12_13-37-58.817,2026-04-12_13-38-00.339,2026-04-12_13-38-01.796,2026-04-12_13-38-02.594
219,102,219,living_room,kitchen,left,True,2026-04-12_13-38-06.303,2026-04-12_13-38-07.823,2026-04-12_13-38-09.732,2026-04-12_13-38-10.450
220,102,220,yellow,green,left,True,2026-04-12_13-38-16.138,2026-04-12_13-38-17.657,2026-04-12_13-38-19.417,2026-04-12_13-38-20.212
221,102,221,bathroom,bathroom,right,True,2026-04-12_13-38-25.407,2026-04-12_13-38-26.931,2026-04-12_13-38-28.516,2026-04-12_13-38-29.610
222,102,222,bathroom,kitchen,left,True,2026-04-12_13-38-33.950,2026-04-12_13-38-35.473,2026-04-12_13-38-37.338,2026-04-12_13-38-38.090
223,102,223,green,green,right,True,2026-04-12_13-38-43.401,2026-04-12_13-38-44.924,2026-04-12_13-38-46.678,2026-04-12_13-38-47.514
224,102,224,bathroom,bathroom,right,True,2026-04-12_13-38-52.228,2026-04-12_13-38-53.747,2026-04-12_13-38-55.699,2026-04-12_13-38-56.578
225,102,225,green,green,right,True,2026-04-12_13-39-01.024,2026-04-12_13-39-02.541,2026-04-12_13-39-04.081,2026-04-12_13-39-04.866
226,102,226,bathroom,kitchen,left,True,2026-04-12_13-39-09.622,2026-04-12_13-39-11.141,2026-04-12_13-39-12.822,2026-04-12_13-39-13.554
227,102,227,yellow,yellow,right,True,2026-04-12_13-39-19.046,2026-04-12_13-39-20.565,2026-04-12_13-39-22.278,2026-04-12_13-39-22.938
228,102,228,green,red,left,True,2026-04-12_13-39-27.038,2026-04-12_13-39-28.556,2026-04-12_13-39-30.065,2026-04-12_13-39-30.906
229,102,229,yellow,red,left,True,2026-04-12_13-39-35.003,2026-04-12_13-39-36.523,2026-04-12_13-39-38.219,2026-04-12_13-39-39.594
230,102,230,living_room,living_room,right,True,2026-04-12_13-39-44.574,2026-04-12_13-39-46.099,2026-04-12_13-39-47.936,2026-04-12_13-39-48.706
231,102,231,living_room,kitchen,left,True,2026-04-12_13-39-54.366,2026-04-12_13-39-55.890,2026-04-12_13-39-57.756,2026-04-12_13-39-58.450
232,102,232,green,yellow,left,True,2026-04-12_13-40-03.255,2026-04-12_13-40-04.773,2026-04-12_13-40-06.455,2026-04-12_13-40-07.554
233,102,233,living_room,kitchen,left,True,2026-04-12_13-40-12.439,2026-04-12_13-40-13.956,2026-04-12_13-40-15.459,2026-04-12_13-40-16.193
234,102,234,green,yellow,left,True,2026-04-12_13-40-20.467,2026-04-12_13-40-21.991,2026-04-12_13-40-23.952,2026-04-12_13-40-24.834
235,102,235,bathroom,bathroom,right,True,2026-04-12_13-40-29.379,2026-04-12_13-40-30.898,2026-04-12_13-40-32.677,2026-04-12_13-40-33.737
236,102,236,kitchen,bathroom,left,True,2026-04-12_13-40-38.684,2026-04-12_13-40-40.206,2026-04-12_13-40-41.253,2026-04-12_13-40-42.074
237,102,237,kitchen,bathroom,left,True,2026-04-12_13-40-47.768,2026-04-12_13-40-49.290,2026-04-12_13-40-50.778,2026-04-12_13-40-51.570
238,102,238,living_room,bathroom,left,True,2026-04-12_13-40-56.756,2026-04-12_13-40-58.282,2026-04-12_13-40-59.608,2026-04-12_13-41-00.697
239,102,239,living_room,living_room,right,True,2026-04-12_13-41-05.951,2026-04-12_13-41-07.473,2026-04-12_13-41-08.641,2026-04-12_13-41-09.546
240,102,240,yellow,yellow,right,True,2026-04-12_13-41-13.427,2026-04-12_13-41-14.949,2026-04-12_13-41-16.018,2026-04-12_13-41-16.730
241,102,241,green,yellow,left,True,2026-04-12_13-41-20.964,2026-04-12_13-41-22.482,2026-04-12_13-41-23.670,2026-04-12_13-41-24.474
242,102,242,red,yellow,left,True,2026-04-12_13-41-30.368,2026-04-12_13-41-31.891,2026-04-12_13-41-32.969,2026-04-12_13-41-33.706
243,102,243,bathroom,bathroom,right,True,2026-04-12_13-41-38.692,2026-04-12_13-41-40.216,2026-04-12_13-41-42.179,2026-04-12_13-41-43.154
244,102,244,red,red,right,True,2026-04-12_13-41-48.107,2026-04-12_13-41-49.632,2026-04-12_13-41-50.843,2026-04-12_13-41-51.537
245,102,245,living_room,kitchen,left,True,2026-04-12_13-41-55.694,2026-04-12_13-41-57.214,2026-04-12_13-41-58.387,2026-04-12_13-41-59.346
246,102,246,bathroom,bathroom,right,True,2026-04-12_13-42-03.686,2026-04-12_13-42-05.206,2026-04-12_13-42-06.587,2026-04-12_13-42-07.330
247,102,247,green,yellow,left,True,2026-04-12_13-42-12.414,2026-04-12_13-42-13.932,2026-04-12_13-42-15.052,2026-04-12_13-42-15.945
248,102,248,green,green,right,True,2026-04-12_13-42-19.853,2026-04-12_13-42-21.373,2026-04-12_13-42-22.897,2026-04-12_13-42-23.490
249,102,249,living_room,living_room,right,True,2026-04-12_13-42-27.296,2026-04-12_13-42-28.815,2026-04-12_13-42-29.997,2026-04-12_13-42-30.738
250,102,250,living_room,living_room,right,True,2026-04-12_13-43-03.556,2026-04-12_13-43-05.081,2026-04-12_13-43-06.531,2026-04-12_13-43-07.466
251,102,251,green,green,right,True,2026-04-12_13-43-10.891,2026-04-12_13-43-12.415,2026-04-12_13-43-13.973,2026-04-12_13-43-14.617
252,102,252,red,green,left,True,2026-04-12_13-43-19.669,2026-04-12_13-43-21.191,2026-04-12_13-43-23.166,2026-04-12_13-43-24.169
253,102,253,green,green,right,True,2026-04-12_13-43-28.255,2026-04-12_13-43-29.773,2026-04-12_13-43-31.458,2026-04-12_13-43-32.161
254,102,254,kitchen,bathroom,left,True,2026-04-12_13-43-36.834,2026-04-12_13-43-38.357,2026-04-12_13-43-40.039,2026-04-12_13-43-40.930
255,102,255,kitchen,living_room,left,True,2026-04-12_13-43-45.210,2026-04-12_13-43-46.731,2026-04-12_13-43-48.169,2026-04-12_13-43-48.922
256,102,256,bathroom,kitchen,left,True,2026-04-12_13-43-53.960,2026-04-12_13-43-55.483,2026-04-12_13-43-56.617,2026-04-12_13-43-57.466
257,102,257,green,green,right,True,2026-04-12_13-44-02.653,2026-04-12_13-44-04.174,2026-04-12_13-44-05.624,2026-04-12_13-44-06.409
258,102,258,red,red,right,True,2026-04-12_13-44-11.365,2026-04-12_13-44-12.890,2026-04-12_13-44-14.584,2026-04-12_13-44-15.162
259,102,259,green,yellow,left,True,2026-04-12_13-44-20.201,2026-04-12_13-44-21.723,2026-04-12_13-44-22.862,2026-04-12_13-44-23.769
260,102,260,red,green,left,True,2026-04-12_13-44-28.075,2026-04-12_13-44-29.599,2026-04-12_13-44-30.717,2026-04-12_13-44-31.706
261,102,261,bathroom,bathroom,right,True,2026-04-12_13-44-36.790,2026-04-12_13-44-38.307,2026-04-12_13-44-39.641,2026-04-12_13-44-40.361
262,102,262,kitchen,kitchen,right,True,2026-04-12_13-44-45.896,2026-04-12_13-44-47.416,2026-04-12_13-44-48.454,2026-04-12_13-44-49.418
263,102,263,yellow,green,left,True,2026-04-12_13-44-53.402,2026-04-12_13-44-54.924,2026-04-12_13-44-56.886,2026-04-12_13-44-57.770
264,102,264,green,yellow,left,True,2026-04-12_13-45-02.065,2026-04-12_13-45-03.589,2026-04-12_13-45-05.261,2026-04-12_13-45-06.105
265,102,265,red,red,right,True,2026-04-12_13-45-10.792,2026-04-12_13-45-12.314,2026-04-12_13-45-13.826,2026-04-12_13-45-14.650
266,102,266,green,green,right,True,2026-04-12_13-45-18.972,2026-04-12_13-45-20.491,2026-04-12_13-45-21.995,2026-04-12_13-45-22.801
267,102,267,yellow,yellow,right,True,2026-04-12_13-45-27.673,2026-04-12_13-45-29.189,2026-04-12_13-45-31.152,2026-04-12_13-45-32.074
268,102,268,bathroom,bathroom,right,True,2026-04-12_13-45-35.558,2026-04-12_13-45-37.081,2026-04-12_13-45-38.977,2026-04-12_13-45-39.713
269,102,269,red,red,right,True,2026-04-12_13-45-44.846,2026-04-12_13-45-46.364,2026-04-12_13-45-47.400,2026-04-12_13-45-48.266
